0,1,2
-0.020739052444696426,0.04630812630057335,0.019619092345237732
0.028842370957136154,0.01583104208111763,-0.013801493681967258
0.016938472166657448,0.051679834723472595,-0.0467509999871254
-0.027595967054367065,-0.02999783493578434,-0.0019210792379453778
-0.054090648889541626,0.001145389978773892,0.03677823767066002
-0.03257265314459801,0.056878700852394104,0.02901475317776203
-0.007190024945884943,-0.008939683437347412,-0.013088980689644814
0.01873551309108734,0.02593884989619255,-0.05796392261981964
-0.018930332735180855,0.03637798875570297,0.0005910132313147187
-0.022191522642970085,-0.03498825058341026,0.02153981290757656
0.0032126919832080603,-0.03676649183034897,0.050106920301914215
0.004017947241663933,0.01787986420094967,0.025113947689533234
0.03466743975877762,-0.04376332834362984,-0.05581112205982208
0.03307568281888962,0.03599562495946884,0.03105836734175682
-0.01990444026887417,-0.050362128764390945,-0.01315919030457735
-0.01517342310398817,-0.06814305484294891,-0.024244822561740875
0.03053223341703415,0.03999650478363037,0.03182008117437363
0.0047205546870827675,0.02882389910519123,-0.03363988175988197
-0.014565099030733109,-0.011061783879995346,0.032391276210546494
0.04895295947790146,0.01867080107331276,-0.034766342490911484
0.008333797566592693,0.008954204618930817,-0.030057495459914207
0.0592668317258358,0.05803311616182327,0.006517594214528799
-0.025946669280529022,0.050759874284267426,0.023342160508036613
-0.0683017298579216,-0.03056461364030838,-0.016393190249800682
0.05114993080496788,0.06063208356499672,0.02467547543346882
0.017778055742383003,0.043905697762966156,0.024449430406093597
0.037938278168439865,-0.018789485096931458,0.03654584288597107
0.010439527221024036,0.030908895656466484,-0.005897151306271553
0.041434671729803085,0.05924934893846512,-0.04071246460080147
-0.012686128728091717,-0.03902404010295868,0.06111060082912445
0.06726934015750885,0.03840060159564018,-0.031354326754808426
-0.0029166254680603743,0.013512927107512951,-0.047321658581495285
0.0058175609447062016,-0.010525478050112724,0.06220731511712074
-0.0004670800408348441,-0.030747810378670692,-0.005132861901074648
-0.03125608339905739,-0.026291441172361374,0.06826116889715195
0.03826531022787094,0.017259718850255013,-0.03901827707886696
-0.017800945788621902,0.04952755942940712,-0.007099307142198086
-0.047234222292900085,-0.04634634405374527,-0.002756982110440731
0.008317751809954643,-0.022124331444501877,0.006341615691781044
-0.0813484713435173,-0.04349276050925255,-0.024412818253040314
-0.03538084402680397,0.05714297667145729,-0.0024508112110197544
0.030137717723846436,-0.037436310201883316,-0.06966786086559296
0.0012414715019986033,-0.048761650919914246,-0.015390331856906414
0.04412796348333359,0.022198300808668137,0.03152010589838028
0.024843644350767136,-0.031119409948587418,-0.07386589795351028
0.011644382029771805,-0.017734309658408165,0.07245545834302902
0.024263184517621994,0.0304807610809803,0.037205107510089874
0.05767566338181496,-0.025904979556798935,-0.011993675492703915
0.025786835700273514,-0.02073454111814499,-0.030959149822592735
0.02274397760629654,-0.07253238558769226,-0.00024629797553643584
0.049805596470832825,-0.01116933487355709,0.036653485149145126
0.04239463061094284,0.01572512648999691,0.046333666890859604
0.04127626493573189,0.005483726970851421,-0.05549672245979309
-0.015473339706659317,-0.032623134553432465,-0.0214410200715065
-0.05700615048408508,-0.0032364928629249334,0.00771730113774538
-0.04619094729423523,-0.004298188257962465,-0.06069520115852356
-0.005747882649302483,0.0004237928078509867,-0.04852540045976639
0.04305341839790344,-0.07051461935043335,-0.01165796909481287
-0.03906863182783127,0.07816746830940247,0.024422643706202507
-0.0024112332612276077,-0.031207654625177383,0.04353512078523636
-0.03835747390985489,0.02876373752951622,0.04992999881505966
-0.0255648922175169,-5.176345803192817e-05,-0.05494918301701546
0.0013021886115893722,-0.08540977537631989,0.0021982453763484955
-0.048792023211717606,-0.009566878899931908,-0.008430832996964455
0.042989298701286316,0.029801571741700172,0.04698982089757919
-0.07388773560523987,-0.012332971207797527,-0.007635937537997961
-0.049632832407951355,-0.0052492814138531685,0.02386850118637085
0.005720228888094425,-0.08759383112192154,-0.021912001073360443
0.01648539863526821,0.058600615710020065,0.010838923044502735
0.03529767319560051,0.06585393846035004,0.016083091497421265
-0.0003035637200810015,0.03886256739497185,-0.01699826307594776
-0.01728241890668869,0.027696585282683372,-0.01811985671520233
-0.028778042644262314,-0.06285224854946136,0.0004743887693621218
-0.020746123045682907,-0.07153388857841492,-0.015333970077335835
0.04591654613614082,-0.05602559074759483,-0.04095758870244026
0.0011137006804347038,-0.040424734354019165,0.04413244128227234
-0.03894269838929176,0.000891135714482516,0.06574905663728714
-0.03611359745264053,-0.06925073266029358,0.0215335451066494
-0.05561961606144905,0.05664924904704094,0.008325379341840744
-0.012334877625107765,0.03709552809596062,-0.05481492355465889
-0.011042297817766666,-0.09152108430862427,-0.002385675208643079
-0.0435115285217762,-0.01466106902807951,0.036340564489364624
-0.04301729053258896,0.019469674676656723,-0.05969943851232529
-0.0346459299325943,0.03287891671061516,-0.006811998318880796
-0.0011940321419388056,0.04608949273824692,0.018002759665250778
-0.0009842660510912538,0.019481180235743523,-0.08173899352550507
-0.02352367714047432,-0.04747362807393074,0.05064135789871216
0.08010748773813248,-0.014820927754044533,0.0356912836432457
-0.01690317876636982,0.02119549550116062,0.0687580332159996
-0.029519319534301758,-0.03957545384764671,0.027678633108735085
0.007688270416110754,0.023997586220502853,0.07201042026281357
0.018685847520828247,0.016966769471764565,0.044356562197208405
-0.029560785740613937,-0.0012636275496333838,-0.010315160267055035
0.08133842051029205,-0.00033904978772625327,0.06459882855415344
0.05835222080349922,0.010434556752443314,0.05779445171356201
0.04041828587651253,-0.009305451065301895,-0.07203502207994461
0.05485641583800316,0.0314159020781517,-0.03636765480041504
-0.039929669350385666,-0.0008013796177692711,-0.06171293556690216
0.05093777924776077,-0.06280440092086792,-0.02512826956808567
-0.05647675320506096,0.024816803634166718,-0.01965051330626011
0.05844151973724365,0.0010656978702172637,0.07814785838127136
-0.042429227381944656,-0.07340071350336075,0.01405961811542511
0.0022301198914647102,-0.014445747248828411,0.0031952625140547752
0.010609340853989124,-0.038367222994565964,0.0072265686467289925
-0.0057942671701312065,-0.018333641812205315,0.029340039938688278
-0.015853431075811386,0.005630485713481903,-0.08014795929193497
0.018413549289107323,0.04862530902028084,0.04371810704469681
0.06591387838125229,0.025169888511300087,0.007876714691519737
-5.9414644056232646e-05,-0.036736663430929184,0.060242559760808945
