0,1,2,3
-0.054595574736595154,-0.0062795900739729404,-0.11179088056087494,0.028401020914316177
-0.047078534960746765,0.016799885779619217,-0.02937396429479122,-0.015680953860282898
-0.08119974285364151,0.060115914791822433,-0.034743811935186386,0.03863529860973358
-0.00030323819373734295,-0.03811049461364746,0.013884210027754307,0.0181349478662014
0.041626229882240295,-0.044678352773189545,-0.033337708562612534,0.028680235147476196
0.12211035937070847,0.04695294424891472,0.01490700338035822,0.02960798144340515
-0.10915835201740265,-0.0370764322578907,-0.06607452034950256,0.01495385728776455
-0.06040838360786438,0.05339072272181511,0.022251203656196594,0.033589571714401245
-0.03784501552581787,0.0012519338633865118,-0.07317257672548294,0.028636697679758072
-0.02493298426270485,-0.06659843027591705,-0.026061147451400757,-0.006590907461941242
0.008509819395840168,-0.044888123869895935,-0.011634555645287037,-0.03590116649866104
0.021402111276984215,0.013907713815569878,-0.015241737477481365,-0.009898053482174873
-0.07601369917392731,-0.002518035937100649,0.060449205338954926,-0.0134755689650774
0.031135404482483864,0.0513424351811409,-0.017499417066574097,-0.030929870903491974
-0.06588231772184372,-0.07156191766262054,-0.003921622410416603,0.010140874423086643
-0.05651949346065521,-0.06429296731948853,0.043379656970500946,0.01533512119203806
0.007829824462532997,0.035300228744745255,-0.053084395825862885,-0.031182553619146347
-0.038216732442379,0.03962226212024689,0.0011184393661096692,0.038476184010505676
0.03194384649395943,-0.02578943781554699,-0.010432180017232895,-0.006865221541374922
-0.03936263546347618,0.05623282119631767,0.02857251465320587,-0.013784060254693031
-0.11008137464523315,-0.004391456488519907,-0.05345241725444794,0.024547705426812172
-0.04811063036322594,0.07064121216535568,-0.06073850765824318,-0.0366583950817585
0.07170975208282471,0.032433170825242996,-0.02409442327916622,0.016074825078248978
-0.03735509142279625,-0.07066156715154648,-0.013811138458549976,0.06849977374076843
-0.023222440853714943,0.0644601508975029,-0.06293138861656189,-0.03219064697623253
0.020996442064642906,0.04475000128149986,-0.03254880756139755,-0.01857393980026245
0.04936784505844116,0.01815510168671608,0.041166581213474274,-0.06206380948424339
-0.05006367713212967,0.0207687895745039,-0.05081239342689514,0.006662879604846239
0.019231559708714485,0.10799932479858398,0.037651967257261276,0.005234989803284407
0.08676613122224808,-0.04940936341881752,0.01952185109257698,-0.04276502504944801
-0.1265258938074112,0.05001961067318916,-0.06368030607700348,-0.02803620882332325
0.015912387520074844,0.0395161472260952,0.06066814810037613,0.030673468485474586
0.04487479850649834,-0.01453076396137476,-0.009180902503430843,-0.036617476493120193
